PSRJ,GL,P1,RAJ_ERR,ELONG,DECJ,BSURF,PMDEC_ERR,PMELONG,DM,PML,P0_ERR,PMELAT_ERR,P1_ERR,PX,AGE,PMELAT,DECJD,POSEPOCH,DECJ_ERR,PX_ERR,RAJD_ERR,PMDEC,GB,DIST,PMELONG_ERR,PMRA_ERR,PMB,ELONG_ERR,PMRA,BNAME,RAJD,P0,ELAT,DM_ERR,DECJD_ERR,EDOT,ELAT_ERR,RAJ
J1013-5934,284.12996579799636,5.565685023274886e-16,0.001008,196.58315818196704,-59:34:26.62095,502415040833.10095,,,379.485,,1.1769678969319183e-13,,3.923226323106394e-20,,12608229.220996162,,-59.57406137500001,59400.0,0.00828,,4.2e-06,,-2.5959166763493484,3.143,,,,,,,153.38265026333332,0.44290102297840733,-61.809699697174295,,2.2999999999999996e-06,2.529055216797371e+32,,10:13:31.8360632
J1014-48,278.1362060767224,,42.0,182.97417056580906,-48:49:42,,,,87.0,,0.0002,,,,,,-48.82833333333333,55196.0,420.0,,0.175,,6.329829205479777,0.379,,,,,,,153.575,1.5088,-53.81956944339111,7.0,0.11666666666666667,,,10:14:18
J1015-5359,281.26244325290253,,,189.15846243456323,-53:59:11.9999,,,,30.8,,3e-08,,,,,,-53.98666663888889,,,,,,2.2115204170647464,0.092,,,,,,,153.9906308333333,0.0208005,-57.63924079191003,0.16,,,,10:15:57.7514
J1015-5719,283.0882244389345,5.736552444149783e-14,0.0432,193.5576068839648,-57:19:12.66918,2866923547716.593,,,278.0999956880045,,1.9577741828546702e-13,,5.87332254856423e-19,,38645.27192531605,,-57.32018588333334,59400.0,0.396,,0.00017999999999999998,,-0.5781659536872635,2.732,,,,,,,153.90854582625,0.13992048394908696,-60.07805758780156,,0.00011,8.267359238217295e+35,,10:15:38.0509983
J1016-5345,281.2005397893653,1.926885841766866e-15,0.001896,188.98359670391886,-53:45:14.24516,1232272057822.695,,,67.2799989568103,,5.330365975570948e-13,,9.4762061787928e-20,,6328012.245696177,,-53.75395698888889,59400.0,0.01692,,7.899999999999999e-06,,2.4503712959043575,0.117,,,,,,B1014-53,154.12968105708333,0.7695861785235945,-57.41107394723334,,4.7e-06,1.6689523768858433e+32,,10:16:31.1234537
J1016-5819,283.70785288450406,6.987832400403597e-16,0.002,195.12327606555775,-58:19:01.07,250699342183.3567,,,252.16,,5.400400193298378e-13,,1.0029314644700668e-20,,1991533.0095334728,,-58.31696388888889,55333.0,0.16,,8.333333333333332e-06,,-1.362666795885319,2.587,,,,,,,154.05029583333334,0.08783426107731357,-60.71137581606221,0.07,4.4444444444444447e-05,4.071086786180232e+34,,10:16:12.071
J1016-5857,284.0795467700351,8.052801911961217e-14,0.2112,196.1142672563176,-58:57:08.45161,2976401423324.3022,,,394.14951104151737,,2.1929345476955053e-12,,1.2695936855121806e-18,,21137.569831392146,,-58.95234766944445,59400.0,1.692,,0.0008799999999999999,,-1.8785102631921693,3.161,,,,,,,154.0899912525,0.10743258712953331,-61.12628445035549,,0.00047,2.56388564053897e+36,,10:16:21.5979006
J1017+3011,198.43226546546913,5.7e-16,0.03,145.15320064455625,+30:11:46.1,514083253382.796,,,27.1,,2e-10,,3e-17,,12585871.187811848,,30.19613888888889,57986.0,0.4,,0.000125,,56.27297394142106,25.0,,,,,,,154.4012083333333,0.452785073,18.23486915193247,,0.00011111111111111112,2.4241433022629004e+32,,10:17:36.29
J1017-5621,282.73181452408994,3.1382753323536902e-15,0.0288,192.51014609667038,-56:21:30.41337,1271977209003.3838,,,437.8684600472723,,2.5347510963199177e-11,,1.0139004385280165e-18,,2541807.4827471985,,-56.35844815833333,59400.0,0.1404,,0.00011999999999999998,,0.34083939377825095,3.509,,,,,,B1015-56,154.30347335291665,0.5034631164564012,-59.2463515259121,,3.9e-05,9.708403106066992e+32,,10:17:12.8336047
J1017-7156,291.55809611845524,2.2138734936646144e-21,7.979352380824567e-06,222.427749,-71:56:41.58598308,72810901.22625333,,-8.93,94.21473,-10.049018536615144,4.374919830377421e-18,0.06,5.468649787971776e-26,0.6,16736062641.770895,-4.84,-71.94488499530023,59132.0,7.012967790762751e-05,0.6,3.3247301586769024e-08,6.909824433170839,-12.55327262770623,1.807,0.06,,1.4790964981248516,4e-08,-7.44478517505746,,154.46378362476597,0.002338514440402662,-67.736237859,0.0001,1.9480466085452088e-08,6.834273726366263e+33,1.6e-08,10:17:51.30806994
J1018-1523,257.12863849584676,1.093157804438382e-19,0.0003657158235071223,162.497241,-15:23:10.25082733,3050908308.4636264,,,17.158,,2.0743032342284285e-13,,5.531475291275809e-22,,12051987496.329512,,-15.386180785369008,57998.0,0.02906314482654783,,1.5238159312796763e-06,,33.5294551105047,1.068,,,,2e-06,,,154.5529931027055,0.08315253522349611,-24.093012,0.002,8.073095785152175e-06,7.50613051841775e+30,8e-06,10:18:12.71834465
J1018-1642,258.2612550644736,1.742131442444701e-15,0.002689498713197151,163.18219,-16:42:10.15336116,1794289510194.073,,,49.10599923860176,,2.9312363024868775e-12,,1.3027716899941678e-18,,16413049.480210382,,-16.702820378101062,49688.0,0.5660077991031945,,1.120624463832146e-05,,32.61022634290756,25.0,,,,8e-05,,B1016-16,154.66818525571725,1.804696435688124,-25.25853,,0.00015722438863977626,1.1701139958487785e+31,0.00014,10:18:40.36446137
J1019-5749,283.836930682985,2.0064987425308472e-14,0.0816,195.06566218107588,-57:49:06.53891,1827312811563.9604,,,1039.9999838745944,,4.753860184478275e-13,,7.92310030746388e-19,,128325.83389011591,,-57.81848303055556,59400.0,0.576,,0.00033999999999999997,,-0.6792240049498388,10.914,,,,,,,154.96737787916663,0.1625125667701198,-60.01643834248141,,0.00015999999999999999,1.845600841020573e+35,,10:19:52.1706910
J1020-5510,282.4676576391537,,,191.5763798615841,-55:10:07.80,,,,134.8,,3e-10,,,,,,-55.16883333333333,,,,,,1.591117506776195,1.774,,,,,,,155.13304166666666,0.003942778,-58.06436297709749,0.009,,,,10:20:31.93
J1020-5921,284.71862174624965,4.047e-14,0.08,197.4269319054426,-59:21:34,7163585589335.261,,,80.0,,1.1e-10,,8e-17,,484797.7327469927,,-59.35944444444445,51397.00001,1.0,,0.0003333333333333333,,-1.9440852423579147,0.938,,,,,,,155.05845833333333,1.23830534423,-61.02998902587181,3.0,0.0002777777777777778,8.41413933297294e+32,,10:20:14.03
J1020-6026,285.3018956228333,6.73794097208844e-15,0.19,199.11130567783718,-60:26:06.3,984516099276.7985,,,446.0,,9.867496393145764e-13,,9.867496393150305e-20,,330337.07672149595,,-60.43508333333333,55494.0,1.2,,0.0007916666666666665,,-2.848199354350499,3.277,,,,,,,155.04754166666663,0.14048128980861305,-61.74164492072869,0.5,0.0003333333333333333,9.59470178218062e+34,,10:20:11.41
J1020-6158,286.14996754178736,,,201.68337604170665,-61:58:51.70,,,,363.0,,6e-07,,,,,,-61.98102777777778,,,,,,-4.141808559989646,3.003,,,,,,,155.05104166666666,0.2828786,-62.71859172465663,0.3,,,,10:20:12.25
J1021-5601,283.04067937485956,5.342329349900893e-17,0.15,192.87840883340328,-56:01:50.9,191452583754.81616,,,212.0,,1.34680571846241e-10,,5.83615811333711e-18,,198713433.46449536,,-56.03080555555555,51875.0,1.1,,0.0006249999999999999,,0.9351413518262175,2.429,,,,,,,155.35341666666665,0.6700262976088849,-58.604126940727895,8.0,0.0003055555555555556,7.011563145631729e+30,,10:21:24.82
J1022+1001,231.794439786759,4.333727035927203e-20,0.0017609519807578358,153.86581653,+10:01:52.90064174,854480939.2123783,,-15.916,10.258,-1.6584064805252705,5.4139780827853677e-17,4.0,2.7069890413926837e-25,1.16,6015167601.971425,-18.0,10.03136128937142,59166.0,0.06713767170193313,0.08,7.337299919824316e-06,-11.002620635081444,51.100650369844026,0.725,0.004,,-23.970163619494826,3e-08,-21.36027610215936,,155.74161961916386,0.016452929956067654,-0.06391,0.0009,1.864935325053698e-05,3.8414177929573924e+32,2e-05,10:22:57.9887086
J1022-5813,284.3465852558587,1.454e-13,0.2,196.12998371080528,-58:13:30,15643967110275.424,,,714.0,,5e-10,,3e-16,,179114.62824476865,,-58.225,51398.00001,4.0,,0.0008333333333333333,,-0.8339532285078667,4.246,,,,,,,155.6170833333333,1.643726002,-60.04818080380462,8.0,0.0011111111111111111,1.2925158198504038e+33,,10:22:28.1
J1023+0038,243.48955816117737,6.929501733483821e-21,3e-05,157.49208049924377,+00:38:40.8455,109442395.76790924,0.04,10.799366261231762,14.325,16.34741682183526,2.8493016996232814e-16,,8.547905098869844e-24,0.73,3859519576.052812,-14.37730462763341,0.6446793055555555,55000.0,0.0005,0.03,1.25e-07,-17.34,45.78225995992702,1.19,,0.03,-7.489670436886946,,4.76,,155.94869666666665,0.0016879874702210563,-8.73023088632568,0.01,1.3888888888888888e-07,5.6879279797748595e+34,,10:23:47.68720
J1023-5746,284.16564318867455,3.8374914498841526e-13,0.5,195.5787404047354,-57:46:05,6618467360458.015,,,,,8.698272532725351e-11,,1.242610506136037e-18,,4602.418447585426,,-57.768055555555556,54856.0,2.0,,0.002083333333333333,,-0.40737711426420725,2.08,,,,,,,155.7620833333333,0.11147243434221338,-59.67655463644955,,0.0005555555555555556,1.0937163423952192e+37,,10:23:02.9
J1024-0719,251.70157161023388,1.8545390911980674e-20,3e-06,160.734318047,-07:19:19.43377,313101813.30491877,0.01,-14.37,6.4885,8.535214460404145,5.3296713496991574e-17,0.13,5.329671349699157e-25,0.97,4410270852.005391,-58.16,-7.3220649361111105,59152.0,8e-05,0.13,1.25e-08,-48.23,40.51549675637739,1.22,0.04,0.005,-59.14177663137042,8e-09,-35.277,,156.16114747499998,0.005162204640315588,-16.04485601,0.001,2.2222222222222224e-08,5.322186367590581e+33,3e-08,10:24:38.675394
J1028-5819,285.0649856374911,1.61e-14,0.1,197.34480191348197,-58:19:05.2,1227562717709.2664,,,96.525,,1.4e-09,,8e-16,,89950.11202624734,,-58.318111111111115,54562.0,1.5,,0.00041666666666666664,,-0.49551706056512046,1.423,,,,,,,157.11666666666665,0.0914032309,-59.54116378094044,0.002,0.00041666666666666664,8.323403920574374e+35,,10:28:28.0
J1030-6008,286.2245421155826,,,200.37979634689864,-60:08:37.3999,,,,370.8,,9e-09,,,,,,-60.14372219444444,,,,,,-1.9281186203703113,2.855,,,,,,,157.60901916666666,0.027324461,-60.59175617527133,0.04,,,,10:30:26.1646
J1031-6117,286.8802394113202,1.784e-15,0.07,202.2784723156178,-61:17:50.6,748168577141.7985,,,506.8,,1e-11,,5e-18,,2721293.0251673185,,-61.29738888888889,51496.0,0.3,,0.00029166666666666664,,-2.8805769637660608,3.383,,,,,,,157.75933333333333,0.306410837119,-61.28890878115242,1.2,8.333333333333333e-05,2.4481736697422992e+33,,10:31:02.24
J1032-5206,282.3542397432402,1.7891345391548855e-14,0.07,190.3235910653607,-52:06:08.5,6641492061347.869,,,139.0,,1.1013625868764887e-10,,1.0433961349356337e-17,,2132118.7857945263,,-52.102361111111115,52161.0,0.6,,0.00029166666666666664,,5.1283367634672015,2.096,,,,,,,158.11537499999997,2.4076223113451127,-54.593993657835064,4.0,0.00016666666666666666,5.061015399370213e+31,,10:32:27.69
J1032-5804,285.4358415774647,3.6063402963194236e-14,0.01,197.78746587427938,-58:04:34.9,1705233386337.3186,,,819.0,,2.4800587953109053e-12,,6.200146988318881e-19,,34593.96370453363,,-58.07636111111111,60100.0,0.2,,4.1666666666666665e-05,,0.007714558302003723,4.324,,,,,,,158.21058333333332,0.0787410121110801,-58.95845383621225,4.0,5.555555555555556e-05,2.916241345850531e+36,,10:32:50.54
J1032-5911,285.9197495500558,1.7975163355916117e-15,0.001,199.2506717396946,-59:11:54.8,924367943089.4767,,,418.2,,6.4648008808771136e-12,,1.0774668134796355e-19,,4091759.886920754,,-59.19855555555555,57600.0,0.1,,4.166666666666666e-06,,-1.0096253618805313,3.005,,,,,,B1030-58,158.02031666666664,0.4642126266011124,-59.803345044808815,0.17,2.777777777777778e-05,7.093845658962475e+32,,10:32:04.876
J1034-3224,272.0503828283492,2.3114574187528487e-16,0.00779934911430233,174.93324,-32:24:25.99600837,521859196785.5126,,,51.395585419590574,,6.619293868135306e-12,,5.295435094508245e-19,,78868025.62782632,,-32.40722111343542,50705.0,0.4194121595506446,,3.249728797625971e-05,,22.117015552775353,1.693,,,,0.0001,,,158.5812905560078,1.1505906194763893,-37.90447,,0.00011650337765295683,5.990776908000208e+30,9e-05,10:34:19.50973344
J1034-5817,285.73428230172,,,198.388796294473,-58:17:57.50,,,,579.0,,4e-05,,,,,,-58.299305555555556,,,,,,-0.07643819619075651,3.523,,,,,,,158.61941666666664,0.79148,-58.95920553018071,6.0,,,,10:34:28.66
J1034-5934,286.38648875769456,,,200.2316221100651,-59:34:21.8497,,,,603.8,,8e-08,,,,,,-59.57273602777778,,,,,,-1.170331789276542,3.578,,,,,,,158.65231249999997,0.03447143,-59.82037545351982,0.4,,,,10:34:36.555
J1035-6345,288.5279080671355,3.504e-16,0.01,206.97712994197545,-63:45:18.41,456023789870.1854,,,189.7,,6e-12,,1.2e-18,,26206733.041399952,,-63.755113888888886,51875.0,0.06,,4.1666666666666665e-05,,-4.765210383009658,2.167,,,,,,,158.7628333333333,0.579576736318,-62.45119247864913,0.9,1.6666666666666667e-05,7.105440373104686e+31,,10:35:03.08
J1035-6720,290.3714226694858,4.646335388167913e-20,0.001,213.6899028615199,-67:20:12.692,369656167.9611772,3.0,-7.003321052921466,84.166,-10.878564816159793,6.598736571159827e-16,,8.248420713949784e-24,,979356666.4850663,-9.795585445990811,-67.33685888888888,55716.0,0.006,,4.166666666666666e-06,1.0,-7.843185707358135,1.461,,3.0,-5.1630250377671105,,-12.0,,158.86449166666665,0.002872006391697237,-64.40954933028098,0.011,1.6666666666666667e-06,7.743086053298331e+34,,10:35:27.478
J1036-4353,278.72443826871387,6.379444383320819e-21,1.4e-05,183.41063949761624,-43:53:08.7252,104763502.66432914,0.3,-11.27846568363656,61.119,-11.471451073810938,1.1291052005877556e-15,,8.468289004408168e-23,0.4,4172731015.239643,-3.970668938986557,-43.885757,57388.0,0.0003,0.4,5.833333333333332e-08,2.9,12.552712151313012,0.408,,0.3,-3.372804509775488,,-11.6,,159.1258963625,0.0016801080326780743,-47.57580437991087,0.003,8.333333333333333e-08,5.3104456410240535e+34,,10:36:30.215127
J1036-4926,281.5185199680641,1.6523891480665295e-15,0.001104,188.33090976391435,-49:26:21.42901,929284235464.9675,,,136.43991274551215,,3.3862034656217793e-13,,7.814315689896418e-20,,4893713.631824332,,-49.43928583611111,59400.0,0.01188,,4.599999999999999e-06,,7.727351992150429,2.312,,,,,,,159.05459123499998,0.5103696598184632,-52.13795868592211,,3.3e-06,4.9070165700257855e+32,,10:36:13.1018964
J1036-6559,289.7659768439764,1.362e-15,0.02,211.18074278123848,-65:59:09.27,862594156475.7018,,,158.36,,6e-11,,1e-18,,6206187.452902939,,-65.98590833333333,55010.0,0.06,,8.333333333333333e-05,,-6.629985253696212,2.052,,,,,,,159.0835,0.53350188629,-63.619370368548786,0.09,1.6666666666666667e-05,3.5410247839046145e+32,,10:36:20.04
J1036-8317,298.94274168372294,,0.003,253.01178441,-83:17:56.02,,,-1.83,27.0927,-11.136647708610647,,0.06,,,,-11.56,-83.29889444444444,59187.0,0.04,,1.2499999999999999e-05,2.8578538490281398,-21.497370089672383,0.935,0.06,,-3.5996635695988504,3e-08,-11.349677148606258,,159.16900416666667,0.003408,-68.082219349,0.0002,1.1111111111111112e-05,,1.5e-08,10:36:40.561
J1038+0032,247.1519136203582,6.7e-20,0.009,160.9642491461768,+00:32:43.6,1406928458.708358,,,26.5,,8e-14,,7e-21,,6822766432.333258,,0.5454444444444444,53000.0,0.3,,3.749999999999999e-05,,48.47055932744044,5.558,,,,,,,159.6122208333333,0.02885155795131,-7.4599957076623555,,8.333333333333333e-05,1.1013534861438601e+32,,10:38:26.933
J1038-5831,286.283641781633,1.2587867840637537e-15,0.00336,199.3791231452724,-58:31:26.86404,923746657141.1567,,,72.7823921536014,,8.326468770787956e-13,,1.3147055953875722e-19,,8332349.745372094,,-58.5241289,59400.0,0.02592,,1.3999999999999998e-05,,-0.022505144256882163,0.918,,,,,,B1036-58,159.58187866041663,0.6619933522797068,-58.75334275886327,,7.2e-06,1.7129750070185477e+32,,10:38:19.6508785
J1039-6108,287.70025632560004,,,203.41538186391804,-61:08:46.20,,,,488.2,,1.3e-06,,,,,,-61.146166666666666,,,,,,-2.2350389456156976,3.217,,,,,,,159.90299999999996,0.2715526,-60.40508949296901,0.7,,,,10:39:36.72
J1039-6208,288.1342598821798,,,204.89452341953918,-62:08:18.10,,,,281.8,,9e-06,,,,,,-62.13836111111111,,,,,,-3.129207557377847,2.499,,,,,,,159.78708333333333,1.246563,-61.08706213048844,1.0,,,,10:39:08.90
J1041-1942,265.5914417345301,9.447299554626958e-16,0.0018,170.0475530309565,-19:42:13.33399,1158092463919.3179,5.0,-6.735499288784522,33.6209058847295,-8.846816537511977,1.345413237897762e-12,,9.610094556412589e-20,,23250761.394389503,12.313937198588564,-19.70370388611111,59400.0,0.0432,,7.4999999999999985e-06,14.0,33.58999088951561,2.506,,3.0,10.896505731270228,,-1.0,B1039-19,160.4008003445833,1.3863689665029715,-25.782229009345727,,1.2e-05,1.399687029493834e+31,,10:41:36.1920827
J1042-5521,285.1918907235047,6.716746932479951e-15,0.00768,195.9459098152524,-55:21:05.63056,2837811165293.4424,,,306.736,,2.1934920790235383e-12,,6.854662746948562e-19,,2761945.441944948,,-55.351564044444444,59400.0,0.072,,3.2e-05,,2.998393658384242,2.79,,,,,,B1039-55,160.50209403291663,1.1708682886600488,-56.124984923428734,,1.9999999999999998e-05,1.6519412224592814e+32,,10:42:00.5025679
J1043-6116,288.2206966053455,1.0411222330093373e-14,0.01992,204.30534574550984,-61:16:50.62163,1754105517627.8276,,,448.7523549779429,,1.2494266429163514e-11,,4.164755476397594e-19,,439211.86946914485,,-61.28072823055555,59400.0,0.1008,,8.3e-05,,-2.1055789945091603,3.054,,,,,,,160.98031201499998,0.2886089214278671,-60.10135966322494,,2.8e-05,1.7097483850433e+34,,10:43:55.2748836
J1044-5737,286.5743786566775,5.462771182096562e-14,0.1,199.2627454476863,-57:37:19.3,2788746335262.3354,,,,,3.865806511992472e-11,,3.86580651211184e-18,,40323.48750247561,,-57.62202777777778,54800.0,0.8,,0.00041666666666666664,,1.1628976674203408,1.895,,,,,,,161.13666666666663,0.13902889109808206,-57.53435758353115,,0.00022222222222222223,8.025231514989344e+35,,10:44:32.8
J1045-0436,254.46374254072646,7.864649826919845e-20,0.00019654128020536458,164.7121434,-04:36:23.40903925,1391633241.543877,,,4.8175,,2.891415377544061e-14,,5.782830755088122e-22,,4844588432.150538,,-4.606502510902914,57891.0,0.01437667441257709,,8.189220008556857e-07,,46.12322815748653,0.329,,,,8e-07,,,161.49134835835483,0.02404751703417241,-11.510665,0.0009,3.9935206701603025e-06,2.2326898808567102e+32,4e-06,10:45:57.92360601
J1045-4509,280.85099837450866,1.7664038011707278e-20,1.8399377987571954e-06,186.51850583,-45:09:54.07038758,367686796.677709,,-7.9,58.1106,-7.799786576413125,3.910481948973297e-17,0.2,4.469122227398053e-25,1.7,6704126021.173084,0.6,-45.165019552105676,59142.0,0.00023052548825057198,0.7,7.666407494821647e-09,4.925004661013093,12.253978850686302,0.34,0.2,,1.3904421463713064,6e-08,-6.2059913864747935,,161.45907460034908,0.007474224230144267,-47.71477807,0.0006,6.40348578473811e-08,1.6701341606664726e+33,5e-08,10:45:50.17790408
J1046+0304,246.41161836828027,1.242e-16,0.06,161.93140337269617,+03:04:06.9,203704213988.81268,,,24.98,,,,4e-19,,41621997.178627364,,3.0685833333333337,,2.0,,0.00025,,51.697351024871274,4.74,,,,,,,161.680125,0.326271,-4.343547330126287,,0.0005555555555555556,1.411711363160391e+32,,10:46:43.23
J1046-5813,287.0653350852432,1.1516359646695212e-15,0.00696,200.37638936105074,-58:13:51.78992,660043642440.0667,,,239.996,,6.823862417012438e-13,,2.183635973443981e-19,,5082541.658689461,,-58.23105275555556,59400.0,0.0576,,2.8999999999999993e-05,,0.7328451450014464,2.34,,,,,,B1044-57,161.57835860249997,0.36942827225355773,-57.801155177555884,,1.6e-05,9.017467159151382e+32,,10:46:18.8060646
J1047-3032,273.4945666644178,6.122535500216294e-17,0.0011333912564935446,176.82971,-30:32:18.01672925,143909145721.79684,,,52.53999918535691,,8.729332383127848e-13,,6.546999287345886e-20,,85483096.78667113,,-30.538337980347915,51019.0,0.29160718460965046,,4.722463568723102e-06,,25.127017646055517,2.144,,,,5e-05,,,161.75338494691766,0.3303281017247823,-34.99166,,8.10019957249029e-05,6.705860022851058e+31,7e-05,10:47:00.81238726
J1047-6709,291.3136519183776,1.687219840827833e-15,0.00336,214.74281928843013,-67:09:51.65186,585550820808.4221,,,116.29628238381645,,2.363014387012117e-13,,3.938357311686882e-20,,1863596.6501439821,,-67.16434773888889,59400.0,0.01908,,1.3999999999999998e-05,,-7.1321111082659,1.766,,,,,,,161.867850375,0.19845294937810476,-63.330939926353025,,5.3e-06,8.522337664232234e+33,,10:47:28.2840900
J1048+2339,213.1721963432647,3.007749590963135e-20,7.6e-05,154.451580562082,+23:39:53.4043,379056741.4298811,0.7,-13.797471337623827,16.6544,4.645004762960433,4.3527490462563464e-16,,4.352749046256347e-23,,2457486708.1212206,-16.093159561983136,23.664834527777778,56700.0,0.002,,3.1666666666666667e-07,-9.4,62.13950184506991,2.002,,3.0,-20.682938155689484,,-19.0,,162.18090980833333,0.004665162937270437,14.878817515730919,0.0001,5.555555555555555e-07,1.169501984450392e+34,,10:48:43.418354
J1048+5349,154.75575432775713,1.2155896148844318e-15,0.05,138.9878841193864,+53:49:51.9,1843712979463.745,,,27.3,,1.4915209998581984e-10,,6.711844499361893e-17,,35594159.68615029,,53.83108333333334,59216.0,0.3,,0.00020833333333333332,,54.99640395953006,25.0,,,,,,,162.02691666666666,2.7308615855240617,41.93038148646754,0.9,8.333333333333333e-05,2.3563926138260744e+30,,10:48:06.46
J1048-5832,287.426719798336,9.580944919597001e-14,0.24,201.1116554139905,-58:32:05.62537,3484252859114.758,,,128.679,,2.143631330405943e-12,,2.2967478540087663e-18,,20462.9726560198,,-58.53489593611111,59400.0,1.8,,0.001,,0.5775356648149514,2.9,,,,,,B1046-58,162.05479635583333,0.12374026167760617,-57.83802232756047,,0.0005,1.9963422118435315e+36,,10:48:13.1511254
J1048-5838,287.47285808912557,1.219375e-14,0.014,201.24876477900443,-58:38:19.02,3921041183526.747,,,70.7,,4e-12,,7e-20,,1599905.4387569348,,-58.638616666666664,53510.0,0.1,,5.8333333333333326e-05,,0.48463209194725776,1.008,,,,,,,162.0523375,1.23130477663,-57.911803688568156,0.9,2.777777777777778e-05,2.578697093289148e+32,,10:48:12.561
J1049+5822,148.65571846317187,3.9050592236551055e-15,0.08,135.91839256539467,+58:22:17.1,1705750353083.155,,,12.364,,3.1765666136023095e-11,,3.1765666136023274e-18,,2952172.775152203,,58.37141666666667,59000.0,0.9,,0.0003333333333333333,,52.2410126257682,1.12,,,,,,,162.40791666666664,0.7276178728795206,45.90260371655733,0.011,0.00025,4.002001862562222e+32,,10:49:37.90
J1049-5833,287.62761664754777,4.3739553128185525e-15,0.01704,201.42733091680802,-58:33:45.16057,3140712455371.519,,,448.8072535825837,,1.4550749543641226e-11,,2.425124923940205e-18,,7977627.445279569,,-58.56254460277778,59400.0,0.1188,,7.099999999999999e-05,,0.6486231861090057,3.011,,,,,,,162.45974494374997,2.202328278863169,-57.70737371889573,,3.3e-05,1.6165454231912655e+31,,10:49:50.3387865
J1050-5953,288.2564750296962,3.809080234099692e-11,0.05,203.2829692229438,-59:53:21.4,501660371378279.7,,,,,5.41180798287388e-07,,1.2488787669132785e-13,,2683.7708401990853,,-59.88927777777778,51650.0,0.7,,0.00020833333333333332,,-0.5201589265750707,9.0,,,,,,,162.52966666666666,6.452076578587154,-58.603568166077935,,0.00019444444444444443,5.598624205402262e+33,,10:50:07.12
J1051-6214,289.4732716633234,,,206.96527389039287,-62:14:56.50,,,,246.0,,4e-05,,,,,,-62.249027777777776,,,,,,-2.5503053777891624,2.31,,,,,,,162.90233333333333,1.14605,-60.04375933527052,4.0,,,,10:51:36.56
J1052-5954,288.549222458882,1.99831e-14,0.07,203.72929971151265,-59:54:44.1,1922339379484.8628,,,491.9,,1e-11,,1.7e-18,,143185.97545994,,-59.91225,51683.0,0.5,,0.00029166666666666664,,-0.40026187945696884,3.143,,,,,,,163.15879166666667,0.180591500693,-58.389849085013424,0.6,0.0001388888888888889,1.339462864227335e+35,,10:52:38.11
J1052-6348,290.2938253972126,3.8746683829501317e-16,0.06,209.59181472255474,-63:48:16.6,390244638788.02594,,,167.5,,1.4732579402852212e-11,,5.893031761140885e-18,,15695345.981205855,,-63.80461111111111,52477.0,0.3,,0.00025,,-3.8806236353462755,1.994,,,,,,,163.22245833333332,0.3838304235316973,-60.91940613049724,1.4,8.333333333333333e-05,2.7050549392129086e+32,,10:52:53.39
J1054-5943,288.7285734108994,4.074e-15,0.04,203.84899408967584,-59:43:14.1,1203007258816.3157,,,330.7,,1.3e-11,,8e-18,,1349150.8985644989,,-59.72058333333334,51395.0,0.5,,0.00016666666666666666,,-0.10002479155863543,2.585,,,,,,,163.740625,0.346908957903,-58.045851694022076,0.6,0.0001388888888888889,3.8524252286169844e+33,,10:54:57.75
J1054-5946,288.7006888299908,2.09e-16,0.01,203.84874436325734,-59:46:31.0,221054388520.4447,,,253.9,,8e-12,,3e-19,,17308992.54426295,,-59.775277777777774,55337.0,0.1,,4.1666666666666665e-05,,-0.17415789180741478,2.327,,,,,,,163.62691666666666,0.228324249982,-58.125055509688146,0.6,2.777777777777778e-05,6.931861928412915e+32,,10:54:30.46
J1054-6452,290.88889246814443,3.138463280922786e-15,0.16,211.52556725476296,-64:52:37.5,2431743892068.421,,,234.0,,2.031367819367499e-10,,4.0627356387349985e-17,,9288971.795796957,,-64.87708333333333,51875.0,0.8,,0.0006666666666666666,,-4.784307080339233,2.342,,,,,,,163.5368333333333,1.8400035413768,-61.46770947568946,4.0,0.00022222222222222223,1.988936015408735e+31,,10:54:08.84
J1055-6022,289.1089327848446,9.239050802020253e-14,0.4,204.89761766028994,-60:22:52,9468183166712.543,,,590.0,,2.693600816915526e-10,,1.1672270206635126e-16,,162496.74736714183,,-60.38111111111111,52746.0,3.0,,0.0016666666666666666,,-0.6502738864379497,3.597,,,,,,,163.95208333333332,0.9475584092665961,-58.42362161145605,5.0,0.0008333333333333333,4.2871543661699916e+33,,10:55:48.5
J1055-6028,289.13297293144416,2.95322e-14,0.02,205.00672714128436,-60:28:37.5,1736041633859.629,,,636.5,,3e-12,,5e-19,,53468.09995417809,,-60.47708333333333,54362.2,0.2,,8.333333333333333e-05,,-0.7451385523784435,3.83,,,,,,,163.91329166666662,0.09966083348,-58.50312180824442,0.1,5.555555555555556e-05,1.1778283212498299e+36,,10:55:39.19
J1055-6236,290.0807916388767,7.08e-16,0.07,208.16412966645436,-62:36:48.3,570313165462.5906,,,149.7,,3e-11,,7e-18,,10039830.012117382,,-62.613416666666666,51703.0,0.4,,0.00029166666666666664,,-2.660177101940713,1.883,,,,,,,163.97754166666664,0.44863544246,-59.90063897086464,1.5,0.00011111111111111112,3.095367754249237e+32,,10:55:54.61
J1055-6905,292.87903196651433,2.0336e-14,0.09,219.31905193442532,-69:05:11.4,7797032108086.406,,,142.8,,3e-10,,1.5e-17,,2274540.4229378914,,-69.0865,51500.0,0.4,,0.0003749999999999999,,-8.504145021808222,2.035,,,,,,,163.93629166666665,2.9193969868,-63.679538940089536,0.4,0.00011111111111111112,3.2266050085585342e+31,,10:55:44.71
