PSRJ,GL,P1,RAJ_ERR,ELONG,DECJ,BSURF,PMDEC_ERR,PMELONG,DM,PML,P0_ERR,PMELAT_ERR,P1_ERR,PX,AGE,PMELAT,DECJD,POSEPOCH,DECJ_ERR,PX_ERR,RAJD_ERR,PMDEC,GB,DIST,PMELONG_ERR,PMRA_ERR,PMB,ELONG_ERR,PMRA,BNAME,RAJD,P0,ELAT,DM_ERR,DECJD_ERR,EDOT,ELAT_ERR,RAJ
J1657+3304,55.3435775774789,1.734e-15,0.006,246.79469177069433,+33:04:33.65,1669792306266.176,,,23.9,,1e-10,,2e-18,,14348047.496803341,,33.076013888888895,57927.0,0.05,,2.4999999999999998e-05,,37.12365724336299,2.353,,,,,,,254.46117499999997,1.5702755247,55.27043360798079,,1.388888888888889e-05,1.7679958659964053e+31,,16:57:50.682
J1657-0406A,15.137205167254999,,,253.45719260342517,-04:06:01,,0.03,-3.9797818480859064,43.9,-8.117932911851966,,,,0.196,,-7.097812088358353,-4.1002777777777775,,,0.01,,-6.6,23.075814123534585,5.07,,0.03,0.562819010580337,,-4.76,,254.28791666666663,0.00473,18.44123184689531,,,,,16:57:09.1
J1657-0406B,15.137205167254999,,,253.45719260342517,-04:06:01,,0.03,-3.9797818480859064,43.355,-8.117932911851966,,,,0.196,,-7.097812088358353,-4.1002777777777775,,,0.01,,-6.6,23.075814123534585,5.07,,0.03,0.562819010580337,,-4.76,,254.28791666666663,0.00735,18.44123184689531,,,,,16:57:09.1
J1657-4432,341.743022646248,8.328546121515062e-15,0.0432,258.09323590669516,-44:32:19.70796,2280140274905.9097,,,375.2999941808993,,7.432551980290983e-12,,1.4865103960582105e-18,,1159713.7915238137,,-44.538807766666665,59400.0,1.116,,0.00017999999999999998,,-1.0059840123181716,4.558,,,,,,,254.40310659249997,0.6096126631021941,-21.742095961741747,,0.00031000000000000005,1.4513327404141155e+33,,16:57:36.7455822
J1657-46,340.27596649571,,,258.3600903795705,-46:26,,,,682.0,,,,,,,,-46.43333333333333,,7.0,,,,-2.205764435866754,25.0,,,,,,,254.44166666666663,0.89231027,-23.620750603020817,,0.11666666666666667,,,16:57:46
J1658+3630,59.62634075314437,1.1573893211927852e-19,0.0003,245.78765394085784,+36:30:30.095,1978475768.4316134,8.0,27.880427597782028,3.04,-62.10759474955077,1.4181019015557218e-14,,1.8544409481882515e-21,,4521355023.451186,-60.60265470228871,36.508359722222224,58073.0,0.003,,1.2499999999999997e-06,-65.0,37.57931054213676,0.223,,8.0,-24.344335571659613,,15.0,,254.61049916666659,0.033027982326828936,58.6609152081971,,8.333333333333333e-07,1.2682155592713379e+32,,16:58:26.5198
J1658-2823,354.53757285713954,,,256.34452820087836,-28:23:04,,,,85.5,,,,,,,,-28.384444444444444,,,,,,8.917039690830261,3.473,,,,,,,254.51249999999993,3.3597,-5.676381440635767,,,,,16:58:03
J1658-4306,342.9334863293,4.279e-14,0.3,258.04672599645085,-43:06:50,7149143261107.209,,,845.0,,5e-10,,6e-17,,431906.26877791353,,-43.11388888888889,51451.00001,7.0,,0.0012499999999999998,,-0.21369425292115898,5.254,,,,,,,254.5691666666666,1.1664490044,-20.312809714236593,11.0,0.0019444444444444444,1.0643997230977243e+33,,16:58:16.6
J1658-47,339.74159171300954,,30.0,258.57540766857716,-47:12,,,,533.0,,1.4e-06,,,,,,-47.2,56657.0,7.0,,0.12499999999999999,,-2.7665679577319864,23.422,,,,,,,254.59999999999997,0.3693649,-24.369632202935446,5.0,0.11666666666666667,,,16:58:24
J1658-4958,337.60236780294474,3.8524131802625684e-15,0.0036,259.03048352536206,-49:58:58.90930,1282389502522.9297,,,192.45999701586965,,3.301929411618254e-13,,1.7378575850622399e-19,,1714510.9734387174,,-49.98303036111111,59400.0,0.072,,1.4999999999999997e-05,,-4.554103768196222,6.045,,,,,,,254.7290353566666,0.4168761908603367,-27.123642762427366,,1.9999999999999998e-05,2.0992846060127877e+33,,16:58:54.9684856
J1658-5324,334.8688701269909,1.1154178438341174e-20,9e-05,259.45266028,-53:24:07.003,166917171.21371272,0.3,-0.33,30.8301,3.9920235161496165,2.380065814219817e-16,0.17,3.570098721329726e-24,1.3,3464917807.318402,2.84,-53.40194527777778,59188.0,0.001,0.3,3.75e-07,4.9,-6.625415084093366,0.7692251769459695,0.11,0.8,2.8484641908418786,2e-08,0.2,,254.66393162499995,0.00243929590979642,-30.52273666,0.0006,2.7777777777777776e-07,3.03391816236452e+34,3e-08,16:58:39.34359
J1659-1305,7.506934545181341,6.176995589876999e-16,0.004026671549587456,255.15856,-13:05:08.99461945,636727310514.7806,,,60.37,,4.5191015588871e-12,,3.697446729998639e-20,,16440629.945851266,,-13.085831838735194,49725.0,1.8161175771796592,,1.6777798123281066e-05,,17.592272973425892,0.484,,,,7e-05,,B1657-13,254.97119488433069,0.640958200231717,9.5825,0.07,0.0005044771047721275,9.260787172638212e+31,0.0005,16:59:53.08677224
J1659-4316,342.9999032269146,1.71e-16,0.04,258.3864063632033,-43:16:06,288211878183.30707,,,641.0,,3e-11,,1e-17,,43953919.7580898,,-43.26833333333333,51527.0,2.0,,0.00016666666666666666,,-0.5473394255260535,4.986,,,,,,,254.98491666666666,0.47438143461,-20.43252093247427,2.0,0.0005555555555555556,6.323722367221241e+31,,16:59:56.38
J1659-4439,341.8812767419755,2.7471998137469876e-17,0.00648,258.49640553828607,-44:39:01.49155,99692538329.15605,,,535.9289916903149,,4.992639370735098e-13,,3.744479528051323e-20,,203756227.79127192,,-44.650414319444444,59400.0,0.2592,,2.6999999999999996e-05,,-1.3608293996168879,12.712,,,,,,,254.91441107333333,0.3532930572037575,-21.811721907635757,,7.2e-05,2.4594878211002257e+31,,16:59:39.4586576
J1659-54,334.45898795320244,,5.0,259.6619166571907,-54:00:00,,,,134.0,,0.00014828005413016756,,,,,,-54.0,58196.8,2.0,,0.020833333333333332,,-7.076694520521588,5.658,,,,,,,254.84583333333333,0.5445733267984534,-31.103230318761497,15.0,0.0005555555555555556,,,16:59:23
J1700-0954,10.3071238178869,7.52032436047315e-16,0.012,254.8607921643172,-09:54:43.2,793345014134.6877,,,64.1,,4.007989533028859e-11,,6.011984299543334e-19,,17219364.87612881,,-9.912,57199.0,0.8,,4.9999999999999996e-05,,19.33037494123039,0.217,,,,,,,255.01344999999995,0.8173116024533176,12.74313352465656,1.1,0.00022222222222222223,5.437926294644049e+31,,17:00:03.228
J1700-3312,351.05546764603,4.712149008193267e-15,0.0021932161918765164,257.46722,-33:12:46.50573335,2560112302366.696,,,166.70299741523704,,5.535022327556697e-12,,5.535022327556709e-19,,4567158.493476293,,-33.212918259263176,50856.0,1.4505804738421428,,9.138400799485483e-06,,5.48874994634539,7.348,,,,5e-05,,,255.2207541946342,1.3583105103469157,-10.4144,,0.0004029390205117064,7.423036028468718e+31,0.0004,17:00:52.98100671
J1700-3611,348.67904536977346,4.3239782070522524e-15,0.05,257.77106989213075,-36:11:53,2572054670118.973,,,232.7,,1.5626147366735037e-10,,1.562614736673506e-17,,5474689.319893343,,-36.198055555555555,52828.00001,3.0,,0.00020833333333333332,,3.6720720715161552,9.288,,,,,,,255.20549999999997,1.4940906152828997,-13.384724042729895,1.2,0.0008333333333333333,5.118143044166108e+31,,17:00:49.32
J1700-39,345.81371055293033,,29.0,258.0104831195682,-39:43,,,,509.0,,5e-05,,,,,,-39.71666666666667,,7.0,,0.12083333333333332,,1.6204622546857328,16.972,,,,,,,255.02499999999995,3.74646,-16.89862120429629,36.0,0.11666666666666667,,,17:0:6
J1700-3919,346.1611344919798,5.0266273692576875e-18,0.03,258.0200548710528,-39:19:00.02,53712764008.82967,,,354.3,,1.570821052893027e-11,,1.2566568423144219e-18,,1766719896.9701433,,-39.31667222222222,52025.0,1.42,,0.000125,,1.8257337495391837,11.632,,,,,,,255.09279166666667,0.56050353306523,-16.495326696034795,1.8,0.00039444444444444444,1.126941481020439e+30,,17:00:22.27
J1700-4012,345.48844707950065,9.906151401786423e-17,0.04,258.17400244810756,-40:12:38.6,169668969227.4822,,,385.0,,1.0469916115709225e-11,,3.2215126509874544e-18,,45390085.507986315,,-40.21072222222222,53105.0,1.2,,0.00016666666666666666,,1.2342421071673741,6.704,,,,,,,255.16062499999998,0.2837918537849287,-17.378704383487516,4.0,0.0003333333333333333,1.7110587568225125e+32,,17:00:38.55
J1700-4422,342.23481848629245,4e-17,0.08,258.6994356563852,-44:22:27,175916827998.68805,,,404.9,,3e-10,,2e-17,,299268405.03555405,,-44.37416666666667,55065.0,1.0,,0.0003333333333333333,,-1.3642511765151009,6.366,,,,,,,255.223625,0.7555354095,-21.512843122935884,0.9,0.0002777777777777778,3.661468132828577e+30,,17:00:53.67
J1700-4939,338.0077833053379,1.078e-15,0.04,259.250000882874,-49:39:15,799023908515.0455,,,278.0,,4e-11,,7e-18,,8500571.173667513,,-49.65416666666667,51709.0,1.0,,0.00016666666666666666,,-4.537629299309867,15.416,,,,,,,255.09399999999994,0.57836343922,-26.76965319097309,3.0,0.0002777777777777778,2.199763556621092e+32,,17:00:22.56
J1701-3006A,353.5775771918763,-1.3170068026732707e-19,5e-05,257.21503951563216,-30:06:30.168,,0.5,-5.01787909592583,114.98,-5.28589361245552,1.9231811322517405e-16,,4.6705827497542275e-25,0.185,,-3.12681777190014,-30.10838,55754.676,0.004,0.011,2.0833333333333333e-07,-2.6,7.322232232932685,6.41,,0.07,2.6486654597743984,,-5.31,,255.30212079166662,0.005241566194852915,-7.319099703036993,0.04,1.111111111111111e-06,,,17:01:12.50899
J1701-3006B,353.5737227732737,-3.496186076067675e-19,5e-05,257.2161516209819,-30:06:49.039,,0.5,-4.568863295798735,113.46,-5.526882266671931,1.9373659410063986e-16,,1.2915772940042663e-24,0.185,,-3.684004368116724,-30.113621944444446,55754.685,0.004,0.011,2.0833333333333333e-07,-3.2,7.318600353844696,6.41,,0.07,1.9748347805189415,,-4.92,,255.30278274999995,0.0035938521032511423,-7.324256174242621,0.03,1.111111111111111e-06,,,17:01:12.66786
J1701-3006C,353.57183409621985,-6.33256188601955e-20,6e-05,257.2171582708469,-30:06:59.457,,0.6,-4.319046536364551,114.55,-5.8034392585938965,5.215991888984309e-16,,3.47732792598954e-24,0.185,,-4.161037973476978,-30.116515833333334,55754.669,0.005,0.011,2.5e-07,-3.7,7.316283861206359,6.41,,0.08,1.5127765108604452,,-4.72,,255.3036008333333,0.007612848706834977,-7.327063041586672,0.05,1.388888888888889e-06,,,17:01:12.86420
J1701-3006D,353.57705124891146,1.3563900068144992e-19,4e-05,257.2191868157237,-30:06:42.877,688991262.9278104,0.5,-4.9492303077561814,114.23,-4.900933739563583,1.6353616840314742e-16,,3.5043464657817325e-25,0.185,399231083.15240467,-2.7175576094698846,-30.111910277777778,55550.225,0.004,0.011,1.6666666666666665e-07,-2.2,7.317090918449732,6.41,,0.07,2.803720471161008,,-5.2,,255.30648337499997,0.0034177704554196,-7.322227707361146,0.02,1.111111111111111e-06,1.3412682506018262e+35,,17:01:13.55601
J1701-3006E,353.57554429612446,3.0744239870475575e-19,4e-05,257.2182866141036,-30:06:46.869,1008983884.9901925,0.4,-4.293307809527193,113.79,-4.244225216190648,3.137117182528944e-17,,1.3594174457625437e-25,0.185,166650653.38243473,-2.348958929537255,-30.113019166666668,55550.236,0.004,0.011,1.6666666666666665e-07,-1.9,7.317223218641676,6.41,,0.06,2.436524638547988,,-4.51,,255.30531474999995,0.003233737354068274,-7.32343368244895,0.02,1.111111111111111e-06,3.5892959301848e+35,,17:01:13.27554
J1701-3006F,353.57346247160115,2.207696160131674e-19,6e-05,257.21678680308867,-30:06:51.734,720253125.1217972,0.6,-5.307303807175545,113.29,-5.119171638873937,2.6328862218746558e-17,,1.5797317331247944e-25,0.185,164686416.16313317,-2.754292340754693,-30.114370555555556,55848.4,0.005,0.011,2.5e-07,-2.2,7.317703862828866,6.41,,0.09,3.089932318311955,,-5.56,,255.30342633333328,0.002294727095702082,-7.324944254992237,0.02,1.388888888888889e-06,7.212833510920509e+35,,17:01:12.82232
J1701-3006G,353.5781440331171,-1.145649674762743e-19,0.0003,257.22034542656735,-30:06:41.265,,0.03,-4.6541107610646515,113.67,-5.364245283833014,8.493843970660905e-16,,2.1234609926652267e-23,0.185,,-3.44124294750345,-30.111462500000002,59377.84,0.018,0.011,1.2499999999999997e-06,-2.95,7.316406846656911,6.41,,0.03,2.1743441620119026,,-4.98,,255.3078716666666,0.004608102638467623,-7.321660092243063,0.03,4.9999999999999996e-06,,,17:01:13.8892
J1701-3006H,353.58151402708523,3.788168996054796e-20,0.0005,257.21952057944833,-30:06:25.14,379092084.8481731,,,114.7,,8.23514999142347e-16,,4.117574995711735e-23,,1549518706.3378336,,-30.106983333333336,59478.677,0.05,,2.083333333333333e-06,,7.319410698708662,4.851,,,,,,,255.30745041666663,0.0037047604491661514,-7.317241223626518,0.03,1.388888888888889e-05,2.9410925236083954e+34,,17:01:13.7881
J1701-3006I,353.57351345759923,-3.3725310969529797e-19,0.00017,257.2164037032026,-30:06:50.55,,,,113.35,,3.258326744556282e-16,,1.3033306978225129e-23,,,,-30.11404166666667,59478.67,0.02,,7.083333333333333e-07,,7.3181802404385055,4.719,,,,,,,255.3030236666666,0.0032956166567914024,-7.324652513448298,0.02,5.555555555555556e-06,,,17:01:12.72568
J1701-3130,352.52262412057365,5.596e-17,0.005,257.4701728393315,-31:30:36.7,129208172991.5339,,,130.73,,1.2e-12,,1.2e-19,,82487974.60428645,,-31.510194444444444,51500.0,0.4,,2.0833333333333333e-05,,6.383968349844164,5.251,,,,,,,255.43130416666662,0.2913414710251,-8.702417233620974,0.06,0.00011111111111111112,8.9336825549169e+31,,17:01:43.513
J1701-3726,347.7552288840032,1.1123089177695586e-14,0.01,258.00421210064195,-37:26:27.2,5287551969924.153,,,303.4,,1.2050299470449308e-11,,3.6150898411349577e-19,,3496427.6039816095,,-37.440888888888885,57600.0,0.5,,4.1666666666666665e-05,,2.83338222464571,12.949,,,,,,B1658-37,255.32687499999994,2.454618042634058,-14.610652982187702,0.5,0.0001388888888888889,2.969158551664964e+31,,17:01:18.45
J1701-4533,341.35958971620323,5.187967052763681e-16,0.00384,258.95145671830244,-45:33:49.26487,414179598416.3638,,,527.0465437480541,,1.6683242456882506e-13,,7.298918574886097e-20,,9861638.24614964,,-45.56368468611111,59400.0,0.0936,,1.6e-05,,-2.177020465116217,19.597,,,,,,B1657-45,255.3713525166666,0.3229090666976009,-22.68389061246408,,2.6000000000000002e-05,6.0829777497213816e+32,,17:01:29.1246040
J1701-4958,337.8354967371929,1.1e-16,0.06,259.4417114753163,-49:58:33,300993071846.52875,,,230.0,,1.2e-10,,4e-17,,115849378.6527723,,-49.975833333333334,54844.6,2.0,,0.00025,,-4.841359043812209,10.824,,,,,,,255.30345833333328,0.80430423739,-27.073820259203167,5.0,0.0005555555555555556,8.346249277530038e+30,,17:01:12.83
J1702-3932,346.20272682052035,3.78e-16,0.03,258.41936463422553,-39:32:40,388696579133.5492,,,530.0,,1.9e-11,,5e-18,,16360776.725708114,,-39.544444444444444,51709.0,2.0,,0.000125,,1.4011343782697945,15.193,,,,,,,255.5598333333333,0.390327976785,-16.683908524860158,4.0,0.0005555555555555556,2.50935725071608e+32,,17:02:14.36
J1702-4128,344.7443810991547,5.23448e-14,0.01,258.75582377159,-41:28:48.2,3124527943537.3467,,,365.75,,6e-12,,3e-19,,55129.97774000191,,-41.48005555555556,51530.0,0.5,,4.1666666666666665e-05,,0.12250599116746487,3.967,,,,,,,255.71883333333332,0.182135802939,-18.59660352247651,0.08,0.0001388888888888889,3.420166962338094e+35,,17:02:52.52
J1702-4145,344.53474041229435,,,258.8022897527305,-41:45:23.90,,,,945.0,,1.5e-05,,,,,,-41.75663888888889,,,,,,-0.05856823935307621,5.468,,,,,,,255.7395,0.345805,-18.87010062333307,6.0,,,,17:02:57.48
J1702-4217,344.07764368368174,1.1392878269933654e-17,0.06,258.7917590618337,-42:17:01.2,51525166153.02473,,,629.0,,6.732155341324431e-12,,5.696439134966827e-19,,316473950.48693067,,-42.28366666666666,51895.0,2.2,,0.00025,,-0.3288740656258652,4.715,,,,,,,255.65183333333331,0.22756495845775607,-19.40104403355706,5.0,0.0006111111111111112,3.8166033697894298e+31,,17:02:36.44
J1702-4306,343.40463228405474,9.779785348773835e-15,0.02,258.8548006275394,-43:06:45.1,1469084629528.4988,,,538.4,,9.288780415984875e-13,,9.288780416367452e-21,,349141.17151955457,,-43.11252777777778,55560.0,0.4,,8.333333333333333e-05,,-0.8135256843161606,5.046,,,,,,,255.614,0.21550847333672143,-20.228247956194295,0.5,0.00011111111111111112,3.857411833081857e+34,,17:02:27.36
J1702-4310,343.3522121813559,2.237763e-13,0.05,258.8607748466185,-43:10:40,7423968311651.747,,,377.6,,4e-11,,1.8e-18,,17029.822524104173,,-43.17777777777778,51597.0,2.0,,0.00020833333333333332,,-0.8524089261258264,4.327,,,,,,,255.61225,0.24052386477,-20.29326934958257,0.3,0.0005555555555555556,6.348911961860307e+35,,17:02:26.94
J1702-4428,342.3778482253769,3.3e-15,0.4,259.0885027428965,-44:28:03,2678759129448.767,,,395.0,,6e-10,,4e-16,,10195429.577161837,,-44.4675,51400.0,7.0,,0.0016666666666666666,,-1.701194255611001,11.153,,,,,,,255.71916666666667,2.1235057036,-21.56766872895298,8.0,0.0019444444444444444,1.3605464740100053e+31,,17:02:52.6
J1703-18,3.1329877725999777,,,256.5957050338931,-18:48:54,,,,46.0,,,,,,,,-18.815,55064.0,,,,,13.61578721391952,1.416,,,,,,,255.8583333333333,1.27024,3.9686549818898333,,,,,17:03:26
J1703-1846,3.2288862767238924,1.7305975760543254e-15,0.0024,256.6901381556962,-18:46:15.04305,1193901603175.9084,0.19,-2.3630670606285165,49.63026205846286,13.3932510362989,7.116635639153618e-13,,5.17573501029355e-20,0.35,7363952.341984189,16.770068994102935,-18.770845291666667,59400.0,0.2988,0.05,9.999999999999997e-06,16.92,13.560531256142133,2.8,,0.08,10.365332926572044,,-0.73,B1700-18,255.96286286999998,0.8043425117987315,4.022206817283127,,8.3e-05,1.3129033569348932e+32,,17:03:51.0870888
J1703-3241,351.78648896837035,6.558277307058675e-16,0.001100702399682005,257.942744,-32:41:48.03731694,902106409853.6088,,-31.0,110.0879982930638,,2.2026366845613747e-12,,2.496321575836225e-19,,29275347.9484862,,-32.696677032483755,50005.0,0.32696959640950846,,4.586259998675021e-06,,5.387116352047709,3.16,14.0,,,1.3e-05,,B1700-32,255.84391916664072,1.2117856478660942,-9.84801,,9.082488789153013e-05,1.4550305082014377e+31,9e-05,17:03:22.54059999
J1703-38,347.41024959517347,,37.0,258.5169836515135,-38:12,,,,375.0,,0.001,,,,,,-38.2,54999.0,7.0,,0.15416666666666665,,2.0373323575767066,14.172,,,,,,,255.8583333333333,6.443,-15.322759394183654,12.0,0.11666666666666667,,,17:03:26
J1703-4442,342.2348215230509,1.43e-14,0.03,259.2050224482844,-44:42:42,5058257409861.758,,,280.2,,1e-10,,1.9e-17,,1935957.67587199,,-44.711666666666666,51708.0,1.0,,0.000125,,-1.915854919649263,5.224,,,,,,,255.83579166666667,1.74729348943,-21.80174619350034,1.9,0.0002777777777777778,1.058274174762783e+32,,17:03:20.59
J1703-4851,338.9862342263327,5.086832063236333e-15,0.00552,259.79188789202294,-48:52:01.17823,2696990979055.5923,,,149.63,,5.849847122976578e-12,,7.799796163968782e-19,,4349409.1935439445,,-48.866993952777776,59400.0,0.1116,,2.2999999999999997e-05,,-4.51543728998781,4.076,,,,,,,255.97727307708328,1.3964057580059575,-25.92342814353307,,3.1e-05,7.375173542076432e+31,,17:03:54.5455385
J1704-3549,349.4225240079794,,,258.4798715414613,-35:49:27.80,,,,291.6,,1.3e-05,,,,,,-35.82438888888889,,,,,,3.3194013589714935,13.998,,,,,,,256.1101249999999,2.270547,-12.938930208059682,0.9,,,,17:04:26.43
J1704-3756,347.79503131240114,1.1284e-14,0.015,258.80008327423724,-37:56:42.9,1878011689071.365,,,405.7,,1.1e-11,,3e-18,,428584.54666330747,,-37.945249999999994,57650.0,0.8,,6.25e-05,,1.9534785320997594,15.25,,,,,,,256.2394416666666,0.305234449799,-15.039457809750072,0.6,0.00022222222222222223,1.5664703181878478e+34,,17:04:57.466
J1704-5236,336.05113363726696,5.0639611061893305e-17,0.00648,260.38700195542975,-52:36:57.24317,109377240584.91411,,,163.954,,2.6613207411127444e-13,,2.1290565928901954e-20,,72183723.86621714,,-52.61590088055556,59400.0,0.0936,,2.6999999999999996e-05,,-6.869198299867463,8.696,,,,,,,256.16903651499996,0.230708506176636,-29.63718010636356,,2.6000000000000002e-05,1.628018278616437e+32,,17:04:40.5687636
J1704-6016,329.76223892804256,9.1e-16,0.5,261.371173103486,-60:16:54,534269639778.2079,,,54.0,,5e-10,,2e-17,,5333401.608974847,,-60.281666666666666,43557.0061,6.0,,0.002083333333333333,,-11.367287635028712,1.589,,,,,,B1659-60,256.0616666666666,0.3063230254,-37.25921507324888,5.0,0.0016666666666666666,1.2498623936220287e+33,,17:04:14.8
J1705-04,15.709471376993768,,2.0,255.5708789036918,-04:41,,,,42.951,,2e-05,,,,,,-4.683333333333334,56657.0,36.0,,0.49999999999999994,,21.104524599000296,0.21,,,,,,,256.24999999999994,0.23748,18.06986064868814,0.009,0.6,,,17:05
J1705-1903,3.147568934141911,,6.087646047758385e-06,257.16132332,-19:08:04,,,,57.50473,,,,,,,,-19.134444444444444,59198.0,0.0036077388592566095,,2.536519186565994e-08,,13.042068309264208,2.344,,,,7e-08,,,256.36249999999995,0.00248022,3.7751398,7e-05,1.002149683126836e-06,,1e-06,17:05:27
J1705-1906,3.1886332320225117,4.1347060589418405e-15,0.001104698591363487,257.135499,-19:06:38.65066471,1125126966252.1975,17.0,,22.906999644822438,-86.83873429548863,7.151661121977078e-13,,8.939576402471568e-20,,1145723.6212617985,,-19.110736295752464,48733.0,0.39627697815131596,,4.6029107973478626e-06,-52.0,13.026424884942756,0.747,,2.0,33.04594114195464,6e-06,-77.0,B1702-19,256.4004130479256,0.29899124406027927,3.72327,,0.00011007693837536555,6.107014716268186e+33,0.00011,17:05:36.0991315
J1705-3423,350.7215370365665,1.0752033745200473e-15,0.0432,258.6021132748553,-34:23:40.55567,530308563879.6742,,,146.152220490809,,7.176721553228472e-11,,2.609716928446787e-18,,3763935.080429904,,-34.39459879722222,59400.0,5.04,,0.00017999999999999998,,3.9756764005450913,3.831,,,,,,,256.42652040833326,0.25542694300164953,-11.49082453032364,,0.0014,2.547124882262749e+33,,17:05:42.3648980
J1705-3936,346.54811009729394,1.927e-14,0.3,259.10231932021776,-39:36:29,4106219957494.603,,,598.0,,3e-10,,1e-16,,702565.9054178296,,-39.60805555555556,51400.0,6.0,,0.0012499999999999998,,0.8454816013198784,9.695,,,,,,,256.4045833333333,0.8544816637,-16.681705395517355,5.0,0.0016666666666666666,1.219363549365317e+33,,17:05:37.1
J1705-3950,346.3414348762801,6.077684478896345e-14,0.0432,259.10250835016257,-39:50:58.43886,4455540263573.137,,,206.86245433098458,,8.139828675563637e-12,,1.0174785844501829e-18,,83155.41316683522,,-39.84956635,59400.0,1.584,,0.00017999999999999998,,0.7182996245563323,3.424,,,,,,,256.3739659441666,0.3189794012856402,-16.924361320012917,,0.00044,7.392817258961106e+34,,17:05:29.7518266
J1705-4108,345.29128054970977,3.471e-14,0.1,259.2053979972443,-41:08:44,5532174371712.66,,,1077.0,,3e-10,,7e-17,,393050.70004764886,,-41.14555555555555,51505.0,8.0,,0.00041666666666666664,,-0.04176379603664614,5.969,,,,,,,256.3349999999999,0.8610674067,-18.216972980925036,6.0,0.0022222222222222222,2.1463616439319646e+33,,17:05:20.4
J1705-4331,343.4279754000306,7.233370892602133e-17,0.0024,259.50608439156343,-43:31:13.77021,128394082349.93971,,,185.2399971278172,,2.972007488571718e-13,,4.4580112328575766e-20,,48750000.84270827,,-43.520491725,59400.0,0.072,,9.999999999999997e-06,,-1.5153742813075946,3.441,,,,,,,256.3996022583333,0.22256113349563522,-20.575399614265677,,1.9999999999999998e-05,2.5903145047009643e+32,,17:05:35.9045420
J1705-6135,328.7513295064654,6e-17,0.2,261.72441308405234,-61:35:15,222883538441.40216,,,95.0,,1e-09,,4e-17,,213510662.24934724,,-61.587500000000006,54896.0,2.0,,0.0008333333333333333,,-12.228098170542623,5.577,,,,,,,256.3137499999999,0.808546089,-38.54081822730139,5.0,0.0005555555555555556,4.4812239136641903e+30,,17:05:15.3
J1706+59,88.09730181181729,,3.0,224.68108027658852,+59:10,,,,30.8,,6e-05,,,,,,59.166666666666664,56292.0,18.0,,0.75,,36.319317921092974,3.931,,,,,,,256.75,1.47669,80.49013384074165,0.4,0.3,,,17:07
J1706-3839,347.3872467515527,3e-15,0.2,259.15530191722183,-38:39:51,1342041317142.0916,,,626.0,,1.8e-10,,6e-17,,3096387.776320126,,-38.66416666666667,51510.0,13.0,,0.0008333333333333333,,1.3009275332966885,17.642,,,,,,,256.58875,0.58628740134,-15.728425722208458,7.0,0.003611111111111111,5.8769136019966916e+32,,17:06:21.3
J1706-4020,346.0227008578318,,,259.27047410497033,-40:20:07.70,,,,598.0,,3e-06,,,,,,-40.33547222222222,,,,,,0.3343289445710967,4.711,,,,,,,256.5225,0.180632,-17.396864913566077,2.0,,,,17:06:05.40
J1706-4310,343.757879542046,6.506e-15,0.05,259.5612099367242,-43:10:21,2027412941848.9343,,,656.1,,5e-10,,1.2e-17,,1502527.3692634832,,-43.1725,51457.0,3.0,,0.00020833333333333332,,-1.3745074030794462,17.546,,,,,,,256.5187916666667,0.6169790441,-20.220517520402936,1.8,0.0008333333333333333,1.093610208765719e+33,,17:06:04.51
J1706-4434,342.6715415294911,2.578e-15,0.009,259.76959692151206,-44:34:30.0,1065335706390.1613,,,467.0,,6e-12,,2e-18,,2642245.830327021,,-44.575,57416.0,0.2,,3.749999999999999e-05,,-2.2640209096653323,19.449,,,,,,,256.5965958333333,0.42992242325,-21.610576199505836,0.6,5.555555555555556e-05,1.2807735754530184e+33,,17:06:23.183
J1706-6118,329.0527229802513,2.9213e-16,0.006,261.81870688598934,-61:18:11.70,329037308660.7751,,,76.13,,1.5e-12,,4e-20,,19629265.61132971,,-61.30325,53000.0,0.1,,2.4999999999999998e-05,,-12.152010367015059,3.394,,,,,,,256.5408083333333,0.3619213249276,-38.245665061751204,0.06,2.777777777777778e-05,2.4327270045268364e+32,,17:06:09.794
J1707+35,59.26081823050524,,12.0,249.2436902933882,+35:56,,,,19.24,,,,,,,,35.93333333333333,,3.0,,0.04999999999999999,,35.78383110432131,1.68,,,,,,,256.75,0.1598,58.421623980021344,,0.05,,,17:07:00
J1707-4053,345.71825860154365,1.920231445148887e-15,0.02,259.57966866730413,-40:53:55.1,1068861530924.157,,,351.78,,6.751631254698804e-12,,1.6879078136747601e-19,,4794041.835389441,,-40.89863888888889,57600.0,0.9,,8.333333333333333e-05,,-0.19748869970497188,4.0,,,,,,B1703-40,256.84074999999996,0.5810176957158364,-17.934189383276216,0.08,0.00025,3.864962060070096e+32,,17:07:21.78
J1707-4341,343.5207225871438,5.6935151566775864e-15,0.0018,259.92201434541073,-43:41:11.71335,2278668496170.647,,,398.44999382195397,,3.965826595365973e-13,,2.3794959572196385e-20,,2478377.2530238824,,-43.68658704166666,59400.0,0.0504,,7.4999999999999985e-06,,-1.9146613730056325,13.019,,,,,,,256.91712051875,0.8905982927634628,-20.703936432912776,,1.4e-05,3.181959466109326e+32,,17:07:40.1089245
